Submitted,Faction,Class,Sex,Homeland,Strength,Intelligence,Willpower,Dexterity,Constitution
2013-09-19 18:02:05,Human,Channeler,Female,Murandy,15,16,15,15,9
2013-09-19 18:02:05,Human,Channeler,Female,Murandy,12,14,18,14,12
2013-09-19 18:02:04,Human,Channeler,Female,Murandy,16,14,15,16,10
2013-09-19 18:02:04,Human,Channeler,Female,Murandy,12,14,15,17,12
2013-09-19 18:02:03,Human,Channeler,Female,Murandy,12,18,19,17,13
2013-09-19 18:02:03,Human,Channeler,Female,Murandy,12,14,18,16,13
2013-09-19 18:02:02,Human,Channeler,Female,Murandy,11,16,19,14,10
2013-09-19 18:02:01,Human,Channeler,Female,Murandy,15,16,19,13,9
2013-09-19 18:02:01,Human,Channeler,Female,Murandy,12,18,15,14,13
2013-09-19 18:02:00,Human,Channeler,Female,Murandy,12,15,15,16,14
2013-09-19 18:02:00,Human,Channeler,Female,Murandy,16,14,19,16,12
2013-09-19 18:02:00,Human,Channeler,Female,Murandy,14,16,18,15,9
2013-09-19 18:01:59,Human,Channeler,Female,Murandy,12,14,15,16,13
2013-09-19 18:01:59,Human,Channeler,Female,Murandy,16,17,15,14,9
2013-09-19 18:01:58,Human,Channeler,Female,Murandy,11,15,19,18,14
2013-09-19 18:01:57,Human,Channeler,Female,Murandy,13,18,15,13,12
2013-09-19 18:01:57,Human,Channeler,Female,Murandy,15,18,14,13,10
2013-09-19 18:01:56,Human,Channeler,Female,Murandy,11,15,18,18,10
2013-09-19 18:01:56,Human,Channeler,Female,Murandy,16,13,16,16,10
2013-09-19 18:01:55,Human,Channeler,Female,Murandy,12,18,15,16,10
2013-09-19 18:01:55,Human,Channeler,Female,Murandy,11,18,16,15,12
2013-09-19 18:01:54,Human,Channeler,Female,Murandy,13,14,15,18,10
2013-09-19 18:01:53,Human,Channeler,Female,Murandy,12,14,14,16,14
2013-09-19 18:01:53,Human,Channeler,Female,Murandy,11,14,19,18,10
2013-09-19 18:01:53,Human,Channeler,Female,Murandy,15,16,15,17,10
2013-09-19 18:01:47,Human,Channeler,Female,Murandy,14,14,15,17,14
2013-09-19 18:01:46,Human,Channeler,Female,Murandy,12,14,19,13,13
2013-09-19 18:01:46,Human,Channeler,Female,Murandy,16,15,15,14,10
2013-09-19 18:01:46,Human,Channeler,Female,Murandy,15,14,16,17,11
2013-09-19 18:01:45,Human,Channeler,Female,Murandy,12,17,15,15,14
2013-09-19 18:01:45,Human,Channeler,Female,Murandy,12,14,18,14,12
2013-09-19 18:01:44,Human,Channeler,Female,Murandy,12,17,15,15,13
2013-09-19 18:01:44,Human,Channeler,Female,Murandy,12,14,18,17,14
2013-03-10 19:05:45,Human,Channeler,Female,Murandy,15,14,19,14,11
2013-03-10 18:59:48,Human,Channeler,Female,Murandy,14,14,16,17,14
2013-03-10 17:59:35,Human,Channeler,Female,Murandy,15,18,19,16,14
2013-03-10 17:54:32,Human,Channeler,Female,Murandy,16,15,18,16,9
2013-03-06 20:19:12,Human,Channeler,Female,Murandy,13,16,14,18,9
2013-03-06 20:10:24,Human,Channeler,Female,Murandy,11,15,15,16,14
2013-03-06 20:04:41,Human,Channeler,Female,Murandy,12,18,19,13,9
2013-03-06 19:59:08,Human,Channeler,Female,Murandy,11,17,15,14,13
2013-03-06 19:52:02,Human,Channeler,Female,Murandy,14,17,18,14,10
2013-03-06 19:38:50,Human,Channeler,Female,Murandy,16,15,19,14,11
2013-03-06 19:33:53,Human,Channeler,Female,Murandy,13,14,15,14,14
2013-03-06 19:27:24,Human,Channeler,Female,Murandy,12,14,15,17,13
2013-03-06 19:04:05,Human,Channeler,Female,Murandy,11,16,15,18,10
2013-03-06 18:53:00,Human,Channeler,Female,Murandy,15,14,19,17,14
2013-03-06 06:52:08,Human,Channeler,Female,Murandy,13,17,15,16,11
2013-03-06 06:26:07,Human,Channeler,Female,Murandy,12,14,19,16,10
2013-03-06 06:20:39,Human,Channeler,Female,Murandy,12,17,15,14,12
2013-03-06 06:15:31,Human,Channeler,Female,Murandy,12,16,18,14,10
